Model Name,Dataset,Criterion,Transforms,Test Dice,Test IoU,Test Specificity,Test Sensitivity,Test Accuracy
EncDecStride,drive,PLLWithLogits,"JointRandomTransforms(horizontal_p=0.5, vertical_p=0.5, rotation_degree=90, perspective_p=0, size=512)",0.3094121217727661,0.1830204278230667,0.539543092250824,0.7725511789321899,0.5686855316162109
EncDec_base,drive,PLLWithLogits,"JointRandomTransforms(horizontal_p=0.5, vertical_p=0.5, rotation_degree=90, perspective_p=0, size=512)",0.3091297149658203,0.1828228384256363,0.5901169776916504,0.7070364356040955,0.6047401428222656
EncDec_base,drive,PLLWithLogits,"JointRandomTransforms(horizontal_p=0.5, vertical_p=0.5, rotation_degree=90, perspective_p=0, size=512)",0.3084922432899475,0.18237708508968353,0.571875810623169,0.7285849452018738,0.5914754867553711
EncDecStride,drive,PLLWithLogits,"JointRandomTransforms(horizontal_p=0.5, vertical_p=0.5, rotation_degree=90, perspective_p=0, size=512)",0.3081340193748474,0.1821267306804657,0.553956151008606,0.750415563583374,0.5785274505615234
EncDecStride,drive,PLLWithLogits,"JointRandomTransforms(horizontal_p=0.5, vertical_p=0.5, rotation_degree=90, perspective_p=0, size=512)",0.3062398135662079,0.18080471456050873,0.5500473976135254,0.7499123215675354,0.5750446319580078
EncDec_dropout,drive,PLLWithLogits,"JointRandomTransforms(horizontal_p=0.5, vertical_p=0.5, rotation_degree=90, perspective_p=0, size=512)",0.3059832751750946,0.18062588572502136,0.580466091632843,0.7107346057891846,0.5967588424682617
EncDec_base,drive,PLLWithLogits,"JointRandomTransforms(horizontal_p=0.5, vertical_p=0.5, rotation_degree=90, perspective_p=0, size=512)",0.3052093982696533,0.18008680641651154,0.5828738808631897,0.7055800557136536,0.5982208251953125
UNetDilated,drive,PLLWithLogits,"JointRandomTransforms(horizontal_p=0.5, vertical_p=0.5, rotation_degree=90, perspective_p=0, size=512)",0.30172988772392273,0.177668958902359,0.5753746628761292,0.7054275274276733,0.5916404724121094
EncDec_dropout,drive,PLLWithLogits,"JointRandomTransforms(horizontal_p=0.5, vertical_p=0.5, rotation_degree=90, perspective_p=0, size=512)",0.29363787174224854,0.17208415269851685,0.6067155003547668,0.6455248594284058,0.6115694046020508
EncDec_batchnorm_dropout,drive,PLLWithLogits,"JointRandomTransforms(horizontal_p=0.5, vertical_p=0.5, rotation_degree=90, perspective_p=0, size=512)",0.0,0.0,1.0,0.0,0.8749294281005859
EncDec_batchnorm_dropout,drive,PLLWithLogits,"JointRandomTransforms(horizontal_p=0.5, vertical_p=0.5, rotation_degree=90, perspective_p=0, size=512)",0.0,0.0,1.0,0.0,0.8749294281005859
EncDec_batchnorm_dropout,drive,PLLWithLogits,"JointRandomTransforms(horizontal_p=0.5, vertical_p=0.5, rotation_degree=90, perspective_p=0, size=512)",0.0,0.0,1.0,0.0,0.8749294281005859
EncDec_batchnorm_dropout,drive,PLLWithLogits,"JointRandomTransforms(horizontal_p=0.5, vertical_p=0.5, rotation_degree=90, perspective_p=0, size=512)",0.0,0.0,1.0,0.0,0.8749294281005859
EncDec_batchnorm_dropout,drive,PLLWithLogits,"JointRandomTransforms(horizontal_p=0.5, vertical_p=0.5, rotation_degree=90, perspective_p=0, size=512)",0.0,0.0,1.0,0.0,0.8749294281005859
